location,year,crudeDivorceRatePer1000
France (metropolitan),1981,1.6
France (metropolitan),1982,1.7
France (metropolitan),1983,1.8
France (metropolitan),1984,1.9
France (metropolitan),1985,1.9
France (metropolitan),1986,2
France (metropolitan),1987,1.9
France (metropolitan),1988,1.9
France (metropolitan),1989,1.9
France (metropolitan),1990,1.9
France (metropolitan),1991,1.9
France (metropolitan),1992,1.9
France (metropolitan),1993,1.9
France (metropolitan),1994,2
France (metropolitan),1995,2.0999999
France (metropolitan),1996,2
France (metropolitan),1997,2
France (metropolitan),1998,2
France (metropolitan),1999,2
France (metropolitan),2000,1.9
France (metropolitan),2001,1.9
France (metropolitan),2002,1.9
France (metropolitan),2003,2.0999999
France (metropolitan),2004,2.2
France (metropolitan),2005,2.5
France (metropolitan),2006,2.2
France (metropolitan),2007,2.0999999
France (metropolitan),2008,2.0999999
France (metropolitan),2010,2.0999999
France (metropolitan),2011,2.0999999
French Guiana,1970,0.2
French Guiana,1985,0.60000002
French Guiana,1995,0.69999999
French Guiana,2004,1.2
French Guiana,2005,1.3
French Polynesia,1969,1.2
Georgia,1970,1
Georgia,1985,1.2
Georgia,1995,0.5
Georgia,2004,0.40000001
Georgia,2005,0.40000001
Georgia,2006,0.5
Georgia,2007,0.5
Georgia,2008,0.69999999
Georgia,2009,0.89999998
Georgia,2010,1.1
Georgia,2011,1.3
Georgia,2015,2.4000001
Georgia,2016,2.5999999
Georgia,2017,2.7
Germany,1960,1
Germany,1961,1
Germany,1962,1
Germany,1963,1
Germany,1964,1.1
Germany,1965,1.1
Germany,1966,1.1
Germany,1967,1.2
Germany,1968,1.2
Germany,1969,1.3
Germany,1970,1.3
Germany,1971,1.4
Germany,1972,1.5
Germany,1973,1.6
Germany,1974,1.8
Germany,1975,1.9
Germany,1976,2
Germany,1977,1.5
Germany,1978,1
Germany,1979,1.6
Germany,1980,1.8
Germany,1981,2
Germany,1982,2.0999999
Germany,1983,2.2
Germany,1984,2.3
Germany,1985,2.3
Germany,1986,2.3
Germany,1987,2.3
Germany,1988,2.3
Germany,1989,2.2
Germany,1990,1.9
Germany,1991,1.7
Germany,1992,1.7
Germany,1993,1.9
Germany,1994,2
Germany,1995,2.0999999
Germany,1996,2.0999999
Germany,1997,2.3
Germany,1998,2.3
Germany,1999,2.3
Germany,2000,2.4000001
Germany,2001,2.4000001
Germany,2002,2.5
Germany,2003,2.5999999
Germany,2004,2.5999999
Germany,2005,2.4000001
Germany,2006,2.3
Germany,2007,2.3
Germany,2008,2.3
Germany,2009,2.3
Germany,2010,2.3
Germany,2011,2.3
Germany,2012,2.2
Germany,2013,2.0999999
Germany,2014,2.0999999
Germany,2015,2
Germany,2016,2
Germany,2017,1.9
Gibraltar,1970,0.2
Gibraltar,1981,3.5
Gibraltar,1999,3.3
Gibraltar,2005,3.4000001
Gibraltar,2006,4.1999998
Greece,1960,0.30000001
Greece,1961,0.30000001
Greece,1962,0.40000001
Greece,1963,0.40000001
Greece,1964,0.40000001
Greece,1965,0.40000001
Greece,1966,0.40000001
Greece,1967,0.40000001
Greece,1968,0.40000001
Greece,1969,0.40000001
Greece,1970,0.40000001
Greece,1971,0.40000001
Greece,1972,0.40000001
Greece,1973,0.5
Greece,1974,0.40000001
Greece,1975,0.40000001
Greece,1976,0.40000001
Greece,1977,0.5
Greece,1978,0.5
Greece,1979,0.5
Greece,1980,0.69999999
Greece,1981,0.69999999
Greece,1982,0.60000002
Greece,1983,0.60000002
Greece,1984,0.89999998
Greece,1985,0.80000001
Greece,1986,0.89999998
Greece,1987,0.89999998
Greece,1988,0.80000001
Greece,1989,0.60000002
Greece,1990,0.60000002
Greece,1991,0.60000002
Greece,1992,0.60000002
Greece,1993,0.69999999
Greece,1994,0.69999999
Greece,1995,1
Greece,1996,0.89999998
Greece,1997,0.89999998
Greece,1998,0.69999999
Greece,1999,0.89999998
Greece,2000,1
Greece,2001,1
Greece,2002,1
Greece,2003,1.1
Greece,2004,1.1
Greece,2005,1.2
Greece,2006,1.2
Greece,2007,1.2
Greece,2008,1.2
Greece,2009,1.2
Greece,2010,1.2
Greece,2011,1.1
Greece,2012,1.3
Greece,2013,1.5
Greece,2014,1.3
Greece,2015,1.4
Greece,2016,1
Greece,2017,1.8
Greenland,1973,0.69999999
Greenland,1985,2.7
Greenland,1993,2
Greenland,1996,0.89999998
Grenada,1974,0.1
Grenada,1997,1.3
Grenada,2000,1
Grenada,2001,1.1
Guadeloupe,1970,0.40000001
Guadeloupe,1985,1.1
Guadeloupe,1997,1.4
Guadeloupe,2004,1.7
Guadeloupe,2005,2.0999999
Guam,1970,1
Guam,1985,7.4000001
Guam,1995,5.8000002
Guam,2003,5.3000002
Guam,2004,11.9
Guatemala,1970,0.1
Guatemala,1985,0.2
Guatemala,1995,0.1
Guatemala,2005,0.2
Guatemala,2006,0.1
Guinea-Bissau,1970,0
Guyana,1965,0.69999999
Honduras,1970,0.2
Honduras,1985,0.2
Honduras,1987,0.30000001
Hong Kong,1985,0.80000001
Hong Kong,1995,1.5
Hong Kong,2005,2.2
Hong Kong,2006,2.5
Hungary,1960,1.7
Hungary,1961,1.7
Hungary,1962,1.7
Hungary,1963,1.8
Hungary,1964,1.9
Hungary,1965,2
Hungary,1966,2
Hungary,1967,2.0999999
Hungary,1968,2.0999999
Hungary,1969,2.0999999
Hungary,1970,2.2
Hungary,1971,2.3
Hungary,1972,2.3
Hungary,1973,2.4000001
Hungary,1974,2.3
Hungary,1975,2.5
Hungary,1976,2.5999999
Hungary,1977,2.5999999
Hungary,1978,2.7
Hungary,1979,2.5999999
Hungary,1980,2.5999999
Hungary,1981,2.5999999
Hungary,1982,2.7
Hungary,1983,2.7
Hungary,1984,2.7
Hungary,1985,2.8
Hungary,1986,2.8
Hungary,1987,2.8
Hungary,1988,2.3
Hungary,1989,2.4000001
Hungary,1990,2.4000001
Hungary,1991,2.4000001
Hungary,1992,2.0999999
Hungary,1993,2.2
Hungary,1994,2.3
Hungary,1995,2.4000001
Hungary,1996,2.2
Hungary,1997,2.4000001
Hungary,1998,2.5
Hungary,1999,2.5
Hungary,2000,2.3
Hungary,2001,2.4000001
Hungary,2002,2.5
Hungary,2003,2.5
Hungary,2004,2.4000001
Hungary,2005,2.5
Hungary,2006,2.5
Hungary,2007,2.5
Hungary,2008,2.5
Hungary,2009,2.4000001
Hungary,2010,2.4000001
Hungary,2011,2.3
Hungary,2012,2.2
Hungary,2013,2
Hungary,2014,2
Hungary,2015,2.0999999
Hungary,2016,2
Hungary,2017,1.9
Iceland,1960,0.69999999
Iceland,1961,0.89999998
Iceland,1962,0.69999999
Iceland,1963,1.1
Iceland,1964,0.89999998
Iceland,1965,0.89999998
Iceland,1966,1
Iceland,1967,0.89999998
Iceland,1968,1
Iceland,1969,1.3
Iceland,1970,1.2
Iceland,1971,1.5
Iceland,1972,1.5
Iceland,1973,1.6
Iceland,1974,1.7
Iceland,1975,1.8
Iceland,1976,1.7
Iceland,1977,1.8
Iceland,1978,1.8
Iceland,1979,1.7
Iceland,1980,1.9
Iceland,1981,2
Iceland,1982,1.8
Iceland,1983,2.0999999
Iceland,1984,1.9
Iceland,1985,2.2
Iceland,1986,2
Iceland,1987,1.9
Iceland,1988,1.8
Iceland,1989,2.0999999
Iceland,1990,1.9
Iceland,1991,2.0999999
Iceland,1992,2
Iceland,1993,2
Iceland,1994,1.8
Iceland,1995,1.8
Iceland,1996,2
Iceland,1997,1.9
Iceland,1998,1.8
Iceland,1999,1.7
Iceland,2000,1.9
Iceland,2001,1.9
Iceland,2002,1.8
Iceland,2003,1.8
Iceland,2004,1.9
Iceland,2005,1.9
Iceland,2006,1.6
Iceland,2007,1.7
Iceland,2008,1.7
Iceland,2009,1.7
Iceland,2010,1.8
Iceland,2011,1.6
Indonesia,1976,0.80000001
Indonesia,1985,1
Indonesia,1995,0.60000002
Indonesia,2001,0.69999999
Indonesia,2002,0.69999999
Iran,1970,0.60000002
Iran,1985,0.80000001
Iran,1995,0.60000002
Iran,2005,1.2
Iran,2006,1.3
Iraq,1970,0.40000001
Iraq,1981,0.1
Iraq,1995,1.5
Iraq,1997,1.5
Ireland,1997,0
Ireland,1998,0.40000001
Ireland,1999,0.60000002
Ireland,2000,0.69999999
Ireland,2001,0.69999999
Ireland,2002,0.69999999
Ireland,2003,0.69999999
Ireland,2004,0.80000001
Ireland,2005,0.80000001
Ireland,2006,0.89999998
Ireland,2007,0.80000001
Ireland,2008,0.80000001
Ireland,2009,0.69999999
Ireland,2010,0.69999999
Ireland,2011,0.60000002
Ireland,2012,0.60000002
Ireland,2013,0.60000002
Ireland,2014,0.60000002
Ireland,2015,0.69999999
Isle of Man,1970,1.1
Isle of Man,1985,2.3
Isle of Man,1995,4.5999999
Isle of Man,2002,5.1999998
Isle of Man,2003,4.4000001
Israel,1970,0.80000001
Israel,1985,1.2
Israel,1986,1.2
Israel,1987,1.2
Israel,1988,1.3
Israel,1989,1.3
Israel,1990,1.4
Israel,1991,1.3
Israel,1992,1.4
Israel,1993,1.4
Israel,1994,1.5
Israel,1995,1.6
Israel,1996,1.5
Israel,1997,1.6
Israel,1998,1.7
Israel,1999,1.7
Israel,2000,1.8
Israel,2001,1.8
Israel,2002,1.7
Israel,2003,1.7
Israel,2004,1.6
Israel,2005,1.6
Israel,2006,1.9
Israel,2007,1.8
Israel,2008,1.8
Israel,2009,1.8
Israel,2010,1.7
Israel,2011,1.7
Israel,2012,1.7
Israel,2013,1.8
Israel,2014,1.8
Israel,2015,1.7
Israel,2016,1.7
Italy,1971,0.30000001
Italy,1972,0.60000002
Italy,1973,0.30000001
Italy,1974,0.30000001
Italy,1975,0.2
Italy,1976,0.2
Italy,1977,0.2
Italy,1978,0.2
Italy,1979,0.2
Italy,1980,0.2
Italy,1981,0.2
Italy,1982,0.30000001
Italy,1983,0.2
Italy,1984,0.30000001
Italy,1985,0.30000001
Italy,1986,0.30000001
Italy,1987,0.5
Italy,1988,0.5
Italy,1989,0.5
Italy,1990,0.5
Italy,1991,0.5
Italy,1992,0.5
Italy,1993,0.40000001
Italy,1994,0.5
Italy,1995,0.5
Italy,1996,0.60000002
Italy,1997,0.60000002
Italy,1998,0.60000002
Italy,1999,0.60000002
Italy,2000,0.69999999
Italy,2001,0.69999999
Italy,2002,0.69999999
Italy,2003,0.80000001
Italy,2004,0.80000001
Italy,2005,0.80000001
Italy,2006,0.89999998
Italy,2007,0.89999998
Italy,2008,0.89999998
Italy,2009,0.89999998
Italy,2010,0.89999998
Italy,2011,0.89999998
Italy,2012,0.89999998
Italy,2013,0.89999998
Italy,2014,0.89999998
Italy,2015,1.4
Italy,2016,1.6
Italy,2017,1.5
Jamaica,1970,0.30000001
Jamaica,1985,0.40000001
Jamaica,1995,0.5
Jamaica,2005,0.69999999
Jamaica,2006,0.69999999
Japan,1960,0.69999999
Japan,1963,0.69999999
Japan,1964,0.69999999
Japan,1965,0.80000001
Japan,1966,0.80000001
Japan,1967,0.80000001
Japan,1968,0.89999998
Japan,1969,0.89999998
Japan,1970,0.89999998
Japan,1971,1
Japan,1972,1
Japan,1973,1
Japan,1974,1
Japan,1975,1.1
Japan,1976,1.1
Japan,1977,1.1
Japan,1978,1.2
Japan,1979,1.2
Japan,1980,1.2
Japan,1981,1.3
Japan,1982,1.4
Japan,1983,1.5
Japan,1984,1.5
Japan,1985,1.4
Japan,1986,1.4
Japan,1987,1.3
Japan,1988,1.3
Japan,1989,1.3
Japan,1990,1.3
Japan,1991,1.4
Japan,1992,1.5
Japan,1993,1.5
Japan,1994,1.6
Japan,1995,1.6
Japan,1996,1.7
Japan,1997,1.8
Japan,1998,1.9
Japan,1999,2
Japan,2000,2.0999999
Japan,2001,2.3
Japan,2002,2.3
Japan,2003,2.3
Japan,2004,2.2
Japan,2005,2.0999999
Japan,2006,2
Japan,2007,2
Japan,2008,2
Japan,2009,2
Japan,2010,2
Japan,2011,1.9
Japan,2012,1.9
Japan,2013,1.8
Japan,2014,1.8
Japan,2015,1.8
Japan,2016,1.7
Japan,2017,1.7
Jordan,1970,0.89999998
Jordan,1985,1.4
Jordan,1995,1.5
Jordan,2005,1.8
Jordan,2006,2
Kazakhstan,1970,1.6
Kazakhstan,1985,2.5999999
Kazakhstan,1995,2.5
Kazakhstan,2005,2.0999999
Kazakhstan,2006,2.3
Kosovo,2004,0.60000002
Kosovo,2005,0.69999999
Kosovo,2006,0.69999999
Kosovo,2007,0.69999999
Kosovo,2008,0.5
Kosovo,2009,0.69999999
Kosovo,2011,0.80000001
Kosovo,2012,0.69999999
Kosovo,2015,0.69999999
Kosovo,2016,0.60000002
Kosovo,2017,0.60000002
Kuwait,1970,1.5
Kuwait,1985,1.6
Kuwait,1995,2.0999999
Kuwait,2005,1.7
Kuwait,2006,1.5
Kyrgyzstan,1970,1.2
Kyrgyzstan,1985,1.7
Kyrgyzstan,1995,1.3
Kyrgyzstan,2005,1.2
Kyrgyzstan,2006,1.3
Latvia,1960,2.4000001
Latvia,1961,2.4000001
Latvia,1962,2.5
Latvia,1963,2.3
Latvia,1964,2.3
Latvia,1965,2.8
Latvia,1966,4.8000002
Latvia,1967,4.1999998
Latvia,1968,4.3000002
Latvia,1969,4.4000001
Latvia,1970,4.5999999
Latvia,1971,4.5999999
Latvia,1972,4.5
Latvia,1973,4.8000002
Latvia,1974,4.9000001
Latvia,1975,4.8000002
Latvia,1976,5
Latvia,1977,5.0999999
Latvia,1978,5.0999999
Latvia,1979,5.5
Latvia,1980,5
Latvia,1981,4.9000001
Latvia,1982,4.8000002
Latvia,1983,4.9000001
Latvia,1984,4.6999998
Latvia,1985,4.5
Latvia,1986,4.3000002
Latvia,1987,4.0999999
Latvia,1988,4.0999999
Latvia,1989,4.1999998
Latvia,1990,4
Latvia,1991,4.1999998
Latvia,1992,5.5999999
Latvia,1993,4
Latvia,1994,3.3
Latvia,1995,3.0999999
Latvia,1996,2.5
Latvia,1997,2.5
Latvia,1998,2.5999999
Latvia,1999,2.5
Latvia,2000,2.5999999
Latvia,2001,2.5
Latvia,2002,2.5999999
Latvia,2003,2.0999999
Latvia,2004,2.3
Latvia,2005,2.8
Latvia,2006,3.3
Latvia,2007,3.4000001
Latvia,2008,2.9000001
Latvia,2009,2.4000001
Latvia,2010,2.4000001
Latvia,2011,4
Latvia,2012,3.5999999
Latvia,2013,3.5
Latvia,2014,3.0999999
Latvia,2015,2.5999999
Latvia,2016,3.0999999
Latvia,2017,3.0999999
Lebanon,1970,0.60000002
Lebanon,1990,1
Lebanon,1995,1.1
Lebanon,2005,1.2
Lebanon,2006,1.1
Libya,1970,2
Libya,1985,0.89999998
Libya,1995,0.30000001
Libya,2001,0.30000001
Libya,2002,0.30000001
Liechtenstein,1975,0.80000001
Liechtenstein,1989,1
Liechtenstein,1995,1.2
Liechtenstein,2000,3.9000001
Liechtenstein,2001,2.5
Liechtenstein,2002,2.9000001
Liechtenstein,2003,2.5
Liechtenstein,2004,2.9000001
Liechtenstein,2005,2.7
Liechtenstein,2006,2.3
Liechtenstein,2007,2.8
Liechtenstein,2008,2.8
Liechtenstein,2009,2.7
Liechtenstein,2010,2.4000001
Liechtenstein,2011,2.5
Liechtenstein,2012,2.4000001
Lithuania,1960,0.89999998
Lithuania,1961,0.89999998
Lithuania,1962,0.89999998
Lithuania,1963,0.80000001
Lithuania,1964,0.89999998
Lithuania,1965,0.89999998
Lithuania,1966,1.8
Lithuania,1967,1.8
Lithuania,1968,2
Lithuania,1969,2.0999999
Lithuania,1970,2.2
Lithuania,1971,2.2
Lithuania,1972,2.3
Lithuania,1973,2.5
Lithuania,1974,2.5
Lithuania,1975,2.7
Lithuania,1976,2.9000001
Lithuania,1977,3.0999999
Lithuania,1978,3
Lithuania,1979,3.2
Lithuania,1980,3.2
Lithuania,1981,3.2
Lithuania,1982,3.0999999
Lithuania,1983,3.2
Lithuania,1984,3.2
Lithuania,1985,3.2
Lithuania,1986,3.3
Lithuania,1987,3.2
Lithuania,1988,3.2
Lithuania,1989,3.3
Lithuania,1990,3.4000001
Lithuania,1991,4.0999999
Lithuania,1992,3.8
Lithuania,1993,3.8
Lithuania,1994,3
Lithuania,1995,2.8
Lithuania,1996,3.0999999
Lithuania,1997,3.2
Lithuania,1998,3.3
Lithuania,1999,3.2
Lithuania,2000,3.0999999
Lithuania,2001,3.2
Lithuania,2002,3.0999999
Lithuania,2003,3.0999999
Lithuania,2004,3.3
Lithuania,2005,3.3
Lithuania,2006,3.4000001
Lithuania,2007,3.5
Lithuania,2008,3.2
Lithuania,2009,2.9000001
Lithuania,2010,3.2
Lithuania,2011,3.4000001
Lithuania,2012,3.5
Lithuania,2013,3.4000001
Lithuania,2014,3.3
Lithuania,2015,3.2
Lithuania,2016,3.0999999
Lithuania,2017,3
Luxembourg,1960,0.5
Luxembourg,1961,0.40000001
Luxembourg,1962,0.40000001
Luxembourg,1963,0.40000001
Luxembourg,1964,0.40000001
Luxembourg,1965,0.40000001
Luxembourg,1966,0.60000002
Luxembourg,1967,0.60000002
Luxembourg,1968,0.60000002
Luxembourg,1969,0.60000002
Luxembourg,1970,0.60000002
Luxembourg,1971,0.69999999
Luxembourg,1972,0.80000001
Luxembourg,1973,0.80000001
Luxembourg,1974,0.80000001
Luxembourg,1975,0.60000002
Luxembourg,1976,1
Luxembourg,1977,1.1
Luxembourg,1978,1.5
Luxembourg,1979,1.2
Luxembourg,1980,1.6
Luxembourg,1981,1.4
Luxembourg,1982,1.7
Luxembourg,1983,1.6
Luxembourg,1984,1.7
Luxembourg,1985,1.8
Luxembourg,1986,1.8
Luxembourg,1987,2
Luxembourg,1988,2.0999999
Luxembourg,1989,2.3
Luxembourg,1990,2
Luxembourg,1991,2
Luxembourg,1992,1.8
Luxembourg,1993,1.9
Luxembourg,1994,1.7
Luxembourg,1995,1.8
Luxembourg,1996,2
Luxembourg,1997,2.4000001
Luxembourg,1998,2.4000001
Luxembourg,1999,2.4000001
Luxembourg,2000,2.4000001
Luxembourg,2001,2.3
Luxembourg,2002,2.4000001
Luxembourg,2003,2.3
Luxembourg,2004,2.3
Luxembourg,2005,2.2
Luxembourg,2006,2.5
Luxembourg,2007,2.3
Luxembourg,2008,2
Luxembourg,2009,2.0999999
Luxembourg,2010,2.0999999
Luxembourg,2011,2.3
Luxembourg,2012,2
Luxembourg,2013,2.0999999
Luxembourg,2014,2.5999999
Luxembourg,2015,2.4000001
Luxembourg,2016,2.0999999
Luxembourg,2017,2
Macao,1970,0
Macao,1985,0.1
Macao,1995,0.60000002
Macao,2005,1.2
Macao,2006,1.2
Maldives,1975,26.4
Maldives,1987,13.9
Maldives,1995,11.2
Maldives,2004,4
Maldives,2005,5.9000001
Malta,2011,0.1
Malta,2012,1.1
Malta,2013,0.80000001
Malta,2014,0.69999999
Malta,2015,0.80000001
Malta,2016,0.80000001
Malta,2017,0.69999999
Marshall Islands,1994,0.40000001
Martinique,1970,0.60000002
Martinique,1985,1.1
Martinique,1997,1.1
Martinique,2000,1.4
Martinique,2005,1.6
Mauritius,1990,0.69999999
Mauritius,1995,0.69999999
Mauritius,2005,0.89999998
Mauritius,2006,1.1
Mexico,1970,0.60000002
Mexico,1985,0.40000001
Mexico,1992,0.60000002
Mexico,1993,0.40000001
Mexico,1994,0.40000001
Mexico,1995,0.40000001
Mexico,1996,0.40000001
Mexico,1997,0.40000001
Mexico,1998,0.5
Mexico,1999,0.5
Mexico,2000,0.5
Mexico,2001,0.60000002
Mexico,2002,0.60000002
Mexico,2003,0.60000002
Mexico,2004,0.69999999
Mexico,2005,0.69999999
Mexico,2006,0.69999999
Mexico,2007,0.69999999
Mexico,2008,0.80000001
Mexico,2009,0.80000001
Mexico,2010,0.80000001
Mexico,2011,0.80000001
Mexico,2012,0.89999998
Mexico,2013,0.89999998
Mexico,2014,0.89999998
Mexico,2015,1
Mexico,2016,1.1
Moldova,2005,4
Moldova,2006,3.5
Moldova,2007,3.9000001
Moldova,2008,3.5
Moldova,2009,3.3
Moldova,2010,3.2
Moldova,2011,3.0999999
Moldova,2012,3
Monaco,1970,1.3
Monaco,1983,1.4
Monaco,1995,2.5
Monaco,2004,2.5
Monaco,2005,2.0999999
Mongolia,1970,0.1
Mongolia,1985,0.40000001
Mongolia,1995,0.40000001
Mongolia,2005,0.60000002
Mongolia,2006,0.60000002
Montenegro,1970,0.60000002
Montenegro,1985,0.60000002
Montenegro,1995,0.60000002
Montenegro,2005,0.80000001
Montenegro,2006,0.80000001
Montenegro,2007,0.69999999
Montenegro,2008,0.69999999
Montenegro,2009,0.69999999
Montenegro,2010,0.80000001
Montenegro,2011,0.80000001
Montenegro,2012,0.80000001
Montenegro,2013,0.80000001
Montenegro,2014,0.89999998
Montenegro,2015,0.89999998
Montenegro,2016,1.1
Montenegro,2017,1.2
Montserrat,1970,1.1
Montserrat,1995,0.2
Montserrat,1999,1
Mozambique,1970,0
Nauru,1967,0.30000001
Netherlands,1960,0.5
Netherlands,1961,0.5
Netherlands,1962,0.5
Netherlands,1963,0.5
Netherlands,1964,0.5
Netherlands,1965,0.5
Netherlands,1966,0.5
Netherlands,1967,0.60000002
Netherlands,1968,0.60000002
Netherlands,1969,0.69999999
Netherlands,1970,0.80000001
Netherlands,1971,0.89999998
Netherlands,1972,1.1
Netherlands,1973,1.3
Netherlands,1974,1.4
Netherlands,1975,1.5
Netherlands,1976,1.5
Netherlands,1977,1.6
Netherlands,1978,1.6
Netherlands,1979,1.7
Netherlands,1980,1.8
Netherlands,1981,2
Netherlands,1982,2.2
Netherlands,1983,2.3
Netherlands,1984,2.4000001
Netherlands,1985,2.3
Netherlands,1986,2
Netherlands,1987,1.9
Netherlands,1988,1.9
Netherlands,1989,1.9
Netherlands,1990,1.9
Netherlands,1991,1.9
Netherlands,1992,2
Netherlands,1993,2
Netherlands,1994,2.4000001
Netherlands,1995,2.2
Netherlands,1996,2.2
Netherlands,1997,2.2
Netherlands,1998,2.0999999
Netherlands,1999,2.0999999
Netherlands,2000,2.2
Netherlands,2001,2.3
Netherlands,2002,2.0999999
Netherlands,2003,1.9
Netherlands,2004,1.9
Netherlands,2005,2
Netherlands,2006,1.9
Netherlands,2007,2
Netherlands,2008,2
Netherlands,2009,1.9
Netherlands,2010,2
Netherlands,2011,2
Netherlands,2012,2.0999999
Netherlands,2013,2
Netherlands,2014,2.0999999
Netherlands,2015,2
Netherlands,2016,2
Netherlands,2017,1.9
Netherlands Antilles,1970,1.7
Netherlands Antilles,1987,2.5
Netherlands Antilles,1995,2.7
Netherlands Antilles,2005,2.9000001
Netherlands Antilles,2006,2.5999999
New Caledonia,1970,0.60000002
New Caledonia,1985,1.1
New Caledonia,1995,0.89999998
New Caledonia,2002,1
New Caledonia,2003,1.1
New Zealand,1970,1.1
New Zealand,1985,2.5999999
New Zealand,1992,2.7
New Zealand,1995,2.5999999
New Zealand,1996,2.7
New Zealand,1997,2.5999999
New Zealand,1998,2.5999999
New Zealand,1999,2.5999999
New Zealand,2000,2.5
New Zealand,2001,2.5
New Zealand,2002,2.5999999
New Zealand,2003,2.5999999
New Zealand,2004,2.5999999
New Zealand,2005,2.4000001
New Zealand,2006,2.4000001
New Zealand,2007,2.3
New Zealand,2008,2.3
New Zealand,2009,2
New Zealand,2010,2
New Zealand,2011,1.9
New Zealand,2012,2
New Zealand,2013,1.9
New Zealand,2014,1.8
New Zealand,2015,1.9
New Zealand,2016,1.7
Nicaragua,1975,0.2
Nicaragua,1985,0.30000001
Nicaragua,1995,0.5
Nicaragua,2004,0.5
Nicaragua,2005,0.80000001
Niue,1975,0.2
Niue,1981,0.89999998
Niue,2002,0
Norfolk Island,1975,3.7
North Korea,1970,0.30000001
North Korea,1985,0.2
North Korea,1987,0.2
North Macedonia,1960,0.69999999
North Macedonia,1961,0.60000002
North Macedonia,1962,0.60000002
North Macedonia,1963,0.5
North Macedonia,1964,0.40000001
North Macedonia,1965,0.5
North Macedonia,1966,0.40000001
North Macedonia,1967,0.30000001
North Macedonia,1968,0.30000001
North Macedonia,1969,0.30000001
North Macedonia,1970,0.30000001
North Macedonia,1971,0.30000001
North Macedonia,1972,0.30000001
North Macedonia,1973,0.60000002
North Macedonia,1974,0.60000002
North Macedonia,1975,0.69999999
North Macedonia,1976,0.60000002
North Macedonia,1977,0.5
North Macedonia,1978,0.40000001
North Macedonia,1979,0.40000001
North Macedonia,1980,0.5
North Macedonia,1981,0.5
North Macedonia,1982,0.5
North Macedonia,1983,0.40000001
North Macedonia,1984,0.40000001
North Macedonia,1985,0.40000001
North Macedonia,1986,0.5
North Macedonia,1987,0.40000001
North Macedonia,1988,0.40000001
North Macedonia,1989,0.5
